"creditcardid","cardtype"
56,Distinguish
4003,Vista
9515,ColonialVoice
10178,Vista
6266,Distinguish
3622,ColonialVoice
7501,Distinguish
2559,ColonialVoice
2067,ColonialVoice
17837,SuperiorCard
15064,SuperiorCard
3656,ColonialVoice
9600,Distinguish
11682,Distinguish
7367,Vista
2036,Distinguish
5365,Distinguish
8872,ColonialVoice
8260,Vista
11470,Distinguish
16714,SuperiorCard
4944,Distinguish
10938,SuperiorCard
12125,Vista
9659,Vista
3369,Distinguish
16950,Distinguish
809,Vista
294,Vista
6171,Distinguish
10984,SuperiorCard
8506,ColonialVoice
5628,Distinguish
14757,ColonialVoice
17337,Distinguish
9009,ColonialVoice
19049,ColonialVoice
14227,SuperiorCard
12367,Vista
15584,SuperiorCard
18131,Vista
16883,SuperiorCard
9607,Distinguish
5161,Vista
11346,ColonialVoice
13923,SuperiorCard
1114,SuperiorCard
9413,Distinguish
12670,ColonialVoice
18983,Vista
4310,Vista
1791,Vista
14495,Vista
18400,SuperiorCard
985,SuperiorCard
11141,ColonialVoice
16462,ColonialVoice
4510,SuperiorCard
11305,Vista
4732,Distinguish
15587,Vista
8238,Vista
12477,Vista
2218,Distinguish
657,Vista
14224,Distinguish
1273,ColonialVoice
4761,ColonialVoice
5941,Distinguish
9301,SuperiorCard
4108,Distinguish
11454,ColonialVoice
7737,ColonialVoice
1416,Distinguish
2120,ColonialVoice
205,Distinguish
12645,Vista
13321,SuperiorCard
10171,ColonialVoice
18177,Distinguish
12483,Vista
5738,SuperiorCard
16362,SuperiorCard
4470,Distinguish
7330,Vista
13230,Vista
4527,Vista
14016,Distinguish
19159,ColonialVoice
18086,ColonialVoice
13229,Distinguish
358,SuperiorCard
2716,SuperiorCard
17641,ColonialVoice
13001,ColonialVoice
4059,ColonialVoice
16311,Vista
8684,SuperiorCard
6927,Vista
17271,ColonialVoice
3853,Distinguish
6746,SuperiorCard
12289,Distinguish
11086,ColonialVoice
8039,Vista
3941,ColonialVoice
10377,ColonialVoice
18158,Distinguish
15341,Distinguish
476,Distinguish
15155,SuperiorCard
313,Distinguish
2023,Distinguish
8824,SuperiorCard
4201,ColonialVoice
7813,Distinguish
3032,SuperiorCard
13637,SuperiorCard
7899,SuperiorCard
15044,Distinguish
3826,Distinguish
14970,Distinguish
12136,SuperiorCard
18321,SuperiorCard
7882,ColonialVoice
15982,Vista
8254,SuperiorCard
5167,SuperiorCard
19016,Vista
6879,ColonialVoice
4140,Vista
11028,ColonialVoice
4484,SuperiorCard
18390,ColonialVoice
9499,Vista
16935,Vista
16499,ColonialVoice
11474,SuperiorCard
16292,Vista
16886,SuperiorCard
7413,Vista
3467,SuperiorCard
2371,Distinguish
18473,SuperiorCard
1438,Vista
2408,Distinguish
13576,Vista
10419,ColonialVoice
7552,Vista
6916,Vista
3616,ColonialVoice
3346,ColonialVoice
4604,ColonialVoice
16110,SuperiorCard
16618,ColonialVoice
16409,Vista
10276,Distinguish
17433,Vista
14942,SuperiorCard
1846,SuperiorCard
15857,ColonialVoice
17019,Vista
11645,ColonialVoice
5030,SuperiorCard
1306,ColonialVoice
9475,ColonialVoice
2851,ColonialVoice
3294,Vista
2948,Distinguish
9092,Distinguish
15220,SuperiorCard
8356,ColonialVoice
13690,SuperiorCard
18777,ColonialVoice
9265,SuperiorCard
1281,SuperiorCard
17520,Distinguish
18713,Distinguish
8947,Distinguish
15361,ColonialVoice
566,Vista
7259,ColonialVoice
4271,Vista
17533,Vista
2155,SuperiorCard
13495,ColonialVoice
8261,SuperiorCard
12507,Distinguish
17767,Distinguish
14910,Distinguish
14023,Vista
11660,Vista
1511,Vista
3288,ColonialVoice
10908,Vista
12209,Vista
6443,SuperiorCard
15817,Vista
71,Vista
13938,SuperiorCard
11967,SuperiorCard
11147,SuperiorCard
4671,Vista
18749,Vista
4721,ColonialVoice
16823,ColonialVoice
14457,Distinguish
15841,Distinguish
250,ColonialVoice
17275,Vista
5510,SuperiorCard
7975,SuperiorCard
3973,ColonialVoice
2420,ColonialVoice
2503,ColonialVoice
428,Vista
16489,ColonialVoice
7397,Distinguish
9704,Vista
11332,Vista
1714,SuperiorCard
18715,Distinguish
7037,Distinguish
6514,Vista
14522,SuperiorCard
13708,Vista
13677,SuperiorCard
1877,ColonialVoice
17006,SuperiorCard
18789,Distinguish
10327,SuperiorCard
11356,ColonialVoice
15304,Distinguish
11045,Distinguish
7044,Vista
9445,SuperiorCard
15305,Vista
9666,Vista
18364,SuperiorCard
12110,SuperiorCard
18803,Vista
7824,Vista
8487,ColonialVoice
13402,ColonialVoice
5321,ColonialVoice
2194,SuperiorCard
18872,Vista
1469,Vista
839,ColonialVoice
16927,SuperiorCard
2890,Distinguish
5617,Vista
11368,Distinguish
18203,Vista
5049,Distinguish
12709,Distinguish
12397,Vista
17185,ColonialVoice
15651,ColonialVoice
14302,Vista
5840,SuperiorCard
5408,Vista
10362,Vista
4634,Distinguish
5125,Distinguish
966,Distinguish
18518,Distinguish
9007,Distinguish
5122,ColonialVoice
13979,Distinguish
12287,ColonialVoice
18399,Distinguish
2923,Vista
4035,ColonialVoice
15102,Vista
8084,Distinguish
18352,Vista
8110,SuperiorCard
14564,ColonialVoice
4950,ColonialVoice
9112,SuperiorCard
6247,Distinguish
14059,ColonialVoice
15078,SuperiorCard
13680,SuperiorCard
1362,Vista
3398,SuperiorCard
7303,Vista
783,SuperiorCard
9466,Distinguish
12256,Distinguish
16323,Vista
15328,SuperiorCard
14506,ColonialVoice
2962,Distinguish
11647,ColonialVoice
5826,SuperiorCard
15490,SuperiorCard
8980,Vista
17201,ColonialVoice
16689,SuperiorCard
15813,Distinguish
14998,Distinguish
18120,SuperiorCard
6807,ColonialVoice
2883,SuperiorCard
4860,Vista
10694,ColonialVoice
9290,ColonialVoice
9518,Distinguish
3721,Distinguish
12683,ColonialVoice
4522,Vista
11249,Vista
4566,Vista
15139,ColonialVoice
3772,Vista
18366,SuperiorCard
14568,Vista
17970,SuperiorCard
651,Vista
14445,Vista
17825,SuperiorCard
10619,ColonialVoice
8874,ColonialVoice
15594,Vista
17762,SuperiorCard
3533,Distinguish
4072,Distinguish
10416,SuperiorCard
14004,Vista
16122,Vista
11219,Vista
6922,ColonialVoice
2050,ColonialVoice
1556,SuperiorCard
7515,SuperiorCard
12029,Vista
3250,SuperiorCard
2580,Distinguish
9337,Distinguish
4795,Distinguish
1652,SuperiorCard
8633,Vista
526,ColonialVoice
11623,Distinguish
7599,Vista
5459,Vista
1457,Distinguish
9506,SuperiorCard
10824,SuperiorCard
7424,ColonialVoice
13859,Distinguish
11032,SuperiorCard
18922,ColonialVoice
18137,Distinguish
8932,SuperiorCard
14803,Vista
12165,SuperiorCard
6510,Distinguish
7724,SuperiorCard
12806,ColonialVoice
15451,Vista
10658,Vista
8859,Distinguish
9100,ColonialVoice
9832,Vista
1528,SuperiorCard
5235,ColonialVoice
16043,Distinguish
1873,SuperiorCard
18378,ColonialVoice
17650,Vista
19227,Distinguish
9634,Distinguish
6115,Vista
2065,ColonialVoice
15786,Vista
7565,Distinguish
6546,ColonialVoice
5386,ColonialVoice
13849,ColonialVoice
10842,Distinguish
11123,ColonialVoice
7943,Distinguish
2327,ColonialVoice
9631,Distinguish
15850,SuperiorCard
13083,Vista
17384,Distinguish
18339,Vista
13047,SuperiorCard
18790,ColonialVoice
12934,Vista
10926,Distinguish
5021,Vista
9355,ColonialVoice
5043,ColonialVoice
5624,Vista
13694,Distinguish
9982,Vista
9834,Vista
14361,ColonialVoice
14471,Vista
18398,Vista
12792,ColonialVoice
16159,Distinguish
2779,Vista
18537,Vista
16019,Distinguish
12476,ColonialVoice
12557,Distinguish
3699,Distinguish
1639,ColonialVoice
13130,Distinguish
12184,SuperiorCard
15118,SuperiorCard
4846,Vista
8771,SuperiorCard
6706,ColonialVoice
12392,SuperiorCard
1222,Distinguish
15976,ColonialVoice
3915,Distinguish
11781,ColonialVoice
13208,Distinguish
4257,Distinguish
16129,Vista
3066,ColonialVoice
9904,Distinguish
10895,SuperiorCard
645,Vista
2624,SuperiorCard
8478,Vista
19003,Vista
13199,Distinguish
12265,ColonialVoice
12338,ColonialVoice
5120,ColonialVoice
8244,SuperiorCard
19138,SuperiorCard
4694,ColonialVoice
3682,Vista
9933,ColonialVoice
7246,SuperiorCard
11163,Distinguish
17361,Distinguish
12942,ColonialVoice
6075,Vista
602,ColonialVoice
5579,Distinguish
14107,Distinguish
2063,SuperiorCard
4513,ColonialVoice
2781,Vista
2705,Vista
16318,ColonialVoice
13454,SuperiorCard
3511,Distinguish
8912,SuperiorCard
9345,ColonialVoice
2788,Distinguish
10232,Distinguish
17716,Vista
11128,ColonialVoice
9787,Vista
9735,SuperiorCard
5082,Vista
5950,Vista
9011,Distinguish
13662,SuperiorCard
7248,SuperiorCard
10504,Vista
16801,Vista
9404,Distinguish
8543,ColonialVoice
2279,Vista
18270,Vista
19212,SuperiorCard
17236,ColonialVoice
18200,Distinguish
2188,ColonialVoice
1870,Vista
8453,ColonialVoice
15,SuperiorCard
7160,ColonialVoice
1539,Vista
16616,Vista
16992,Vista
5398,Distinguish
12855,SuperiorCard
2209,Distinguish
16933,ColonialVoice
15946,Distinguish
14179,SuperiorCard
14627,ColonialVoice
16395,ColonialVoice
1766,ColonialVoice
15185,Vista
14469,Distinguish
17068,SuperiorCard
16139,ColonialVoice
16953,Distinguish
15109,SuperiorCard
9326,ColonialVoice
8003,Distinguish
2598,ColonialVoice
1638,ColonialVoice
10477,Vista
3543,Distinguish
8526,ColonialVoice
14966,SuperiorCard
6299,SuperiorCard
14312,Distinguish
9365,Distinguish
8346,Vista
8004,ColonialVoice
18290,ColonialVoice
14214,SuperiorCard
8458,Distinguish
14797,SuperiorCard
8464,ColonialVoice
10262,ColonialVoice
6377,Distinguish
5722,Vista
17573,Distinguish
1936,Distinguish
14683,Distinguish
1564,Vista
16556,Vista
10897,Distinguish
5194,SuperiorCard
10116,Vista
12101,SuperiorCard
8232,Distinguish
15103,SuperiorCard
7779,Vista
17125,Distinguish
6914,SuperiorCard
10490,Distinguish
5530,SuperiorCard
3818,SuperiorCard
18394,SuperiorCard
12364,ColonialVoice
5292,Vista
5961,Vista
2282,ColonialVoice
15674,Vista
18054,Distinguish
11550,SuperiorCard
1088,Distinguish
18680,Distinguish
9926,SuperiorCard
10873,Distinguish
6176,Vista
4818,ColonialVoice
11487,ColonialVoice
1128,Vista
8672,ColonialVoice
5349,Distinguish
10986,Distinguish
15943,SuperiorCard
10841,ColonialVoice
12665,Vista
9930,Vista
14902,Vista
3642,ColonialVoice
17454,SuperiorCard
3018,Vista
2292,ColonialVoice
14251,ColonialVoice
16335,Vista
13552,SuperiorCard
52,Vista
91,SuperiorCard
10297,Distinguish
5948,Distinguish
9204,Distinguish
4356,Distinguish
11838,ColonialVoice
10258,ColonialVoice
754,Vista
12831,Vista
2344,ColonialVoice
3957,ColonialVoice
11958,Distinguish
11629,SuperiorCard
424,SuperiorCard
4463,Vista
14009,Vista
3514,SuperiorCard
6301,Vista
1448,Distinguish
3060,ColonialVoice
12451,Distinguish
3938,Distinguish
13648,Vista
17298,ColonialVoice
4158,SuperiorCard
5798,ColonialVoice
7196,Distinguish
13651,Vista
109,Vista
2267,Distinguish
8494,Vista
14195,Vista
7119,ColonialVoice
11705,Vista
9363,ColonialVoice
5421,ColonialVoice
17057,ColonialVoice
17745,SuperiorCard
16322,ColonialVoice
8884,ColonialVoice
16086,ColonialVoice
4181,ColonialVoice
13041,Distinguish
12917,Distinguish
13416,ColonialVoice
7053,ColonialVoice
29,SuperiorCard
11754,SuperiorCard
2444,SuperiorCard
6048,ColonialVoice
1452,SuperiorCard
6764,ColonialVoice
19155,Distinguish
15876,Vista
7015,Vista
5139,Vista
18040,SuperiorCard
11667,SuperiorCard
16417,Distinguish
15795,ColonialVoice
8910,ColonialVoice
13666,Distinguish
15599,ColonialVoice
4473,Distinguish
830,ColonialVoice
14014,Vista
10434,Distinguish
6829,ColonialVoice
12170,Vista
17738,Distinguish
16495,Distinguish
16577,SuperiorCard
18975,ColonialVoice
6289,Vista
14747,SuperiorCard
19193,Distinguish
14255,Distinguish
4165,ColonialVoice
13510,Vista
670,SuperiorCard
10560,Vista
478,Distinguish
4134,Vista
13820,Vista
10107,Distinguish
3899,SuperiorCard
15728,Distinguish
19148,SuperiorCard
13183,ColonialVoice
12596,Distinguish
766,Distinguish
8933,ColonialVoice
9893,SuperiorCard
10174,Vista
12944,Distinguish
11574,Distinguish
17818,SuperiorCard
13418,Distinguish
7350,SuperiorCard
6541,Distinguish
17067,ColonialVoice
15979,Distinguish
4783,SuperiorCard
613,SuperiorCard
8293,SuperiorCard
13280,SuperiorCard
5645,Vista
13020,Vista
9263,Distinguish
11122,Vista
11555,Distinguish
17833,Distinguish
3703,ColonialVoice
3566,SuperiorCard
2250,SuperiorCard
4895,Vista
6283,SuperiorCard
14113,SuperiorCard
10491,Vista
8420,Distinguish
5315,Vista
2995,Vista
15128,Distinguish
1609,SuperiorCard
1946,SuperiorCard
16568,Distinguish
17747,ColonialVoice
11488,ColonialVoice
18034,Distinguish
9384,Vista
16679,Vista
8522,Distinguish
2107,SuperiorCard
12547,SuperiorCard
190,Distinguish
17172,Vista
2774,SuperiorCard
15239,SuperiorCard
3071,Distinguish
7439,Vista
8544,SuperiorCard
6997,Vista
4606,Vista
7426,Distinguish
10714,SuperiorCard
8752,Distinguish
8214,Distinguish
12230,SuperiorCard
15130,Vista
6337,Distinguish
17040,ColonialVoice
17132,ColonialVoice
10385,Distinguish
12161,Distinguish
10370,SuperiorCard
14,Distinguish
17714,Vista
18702,Distinguish
5754,Vista
727,Vista
5759,Vista
19220,ColonialVoice
2929,ColonialVoice
10664,SuperiorCard
15914,SuperiorCard
8235,ColonialVoice
17376,Vista
13501,SuperiorCard
346,SuperiorCard
16252,SuperiorCard
12629,Distinguish
10859,SuperiorCard
18415,ColonialVoice
14355,SuperiorCard
17195,ColonialVoice
6278,Distinguish
9087,ColonialVoice
17116,Distinguish
8893,SuperiorCard
6969,Vista
11308,Distinguish
7944,Distinguish
2220,Vista
16488,SuperiorCard
7662,Vista
3088,SuperiorCard
13682,SuperiorCard
3593,SuperiorCard
5699,Vista
9107,Vista
11047,Distinguish
6082,Vista
1089,SuperiorCard
8811,ColonialVoice
16561,ColonialVoice
1888,Vista
12937,SuperiorCard
13276,ColonialVoice
18501,Vista
5607,Distinguish
9727,SuperiorCard
16056,SuperiorCard
12474,SuperiorCard
11737,SuperiorCard
5662,SuperiorCard
861,ColonialVoice
2081,SuperiorCard
3013,Vista
10887,Vista
8580,ColonialVoice
4068,Vista
5379,Distinguish
3798,ColonialVoice
9113,Distinguish
3241,Distinguish
8037,SuperiorCard
8612,Distinguish
10323,ColonialVoice
1401,SuperiorCard
652,ColonialVoice
6074,Distinguish
10789,ColonialVoice
18469,ColonialVoice
15041,ColonialVoice
17842,Distinguish
19046,Distinguish
17365,Vista
6455,Distinguish
12253,Distinguish
10593,SuperiorCard
7264,Distinguish
16915,SuperiorCard
3273,SuperiorCard
5071,ColonialVoice
9571,Distinguish
11561,Distinguish
18616,Vista
10470,Distinguish
16115,SuperiorCard
17081,SuperiorCard
14980,SuperiorCard
2875,SuperiorCard
7844,ColonialVoice
2608,SuperiorCard
14935,Vista
10971,Distinguish
14722,SuperiorCard
13120,ColonialVoice
631,SuperiorCard
4581,SuperiorCard
5001,Vista
18744,ColonialVoice
15553,Distinguish
8337,ColonialVoice
18647,SuperiorCard
13019,Vista
17112,SuperiorCard
1510,Distinguish
12996,ColonialVoice
14125,Distinguish
12195,ColonialVoice
8792,Distinguish
14872,ColonialVoice
15391,Distinguish
10001,Vista
7331,SuperiorCard
4211,SuperiorCard
4014,SuperiorCard
14292,ColonialVoice
12156,SuperiorCard
1834,ColonialVoice
16630,Vista
6368,Distinguish
11952,SuperiorCard
10053,Distinguish
3848,Vista
4321,SuperiorCard
9001,SuperiorCard
7755,Vista
8065,SuperiorCard
4963,Vista
5112,SuperiorCard
9524,Vista
17917,Vista
13798,Vista
6539,SuperiorCard
13655,Vista
9483,Distinguish
11278,SuperiorCard
9502,ColonialVoice
18114,Distinguish
16838,Vista
9729,Distinguish
15380,SuperiorCard
17364,Distinguish
7916,Vista
4775,Distinguish
3501,Distinguish
16237,SuperiorCard
18510,SuperiorCard
18425,Distinguish
3684,Vista
45,Distinguish
16701,ColonialVoice
7307,Distinguish
12835,SuperiorCard
12781,Vista
15750,SuperiorCard
6560,Vista
8496,Vista
8007,Distinguish
12672,Vista
4143,Vista
14424,ColonialVoice
187,Vista
6147,SuperiorCard
12866,Vista
7962,SuperiorCard
7063,SuperiorCard
8334,SuperiorCard
13034,Vista
18293,ColonialVoice
10480,Vista
11621,SuperiorCard
1947,Vista
344,Vista
3631,Vista
14774,ColonialVoice
16340,Distinguish
3000,SuperiorCard
9387,Vista
16827,ColonialVoice
14151,Vista
11819,ColonialVoice
3207,Vista
604,ColonialVoice
18024,ColonialVoice
8122,Vista
6637,SuperiorCard
14102,Distinguish
6292,SuperiorCard
12414,SuperiorCard
587,ColonialVoice
13392,Distinguish
2619,Distinguish
3753,ColonialVoice
10722,Vista
16612,Distinguish
4037,Distinguish
8123,ColonialVoice
4659,ColonialVoice
12689,ColonialVoice
4749,ColonialVoice
6293,Vista
16441,Vista
13865,ColonialVoice
1509,ColonialVoice
8189,Distinguish
6736,Vista
4458,Distinguish
11129,Vista
8298,Distinguish
11612,ColonialVoice
18151,Vista
9277,ColonialVoice
3707,Distinguish
12111,SuperiorCard
7848,Vista
8634,Vista
10571,ColonialVoice
13922,Distinguish
4373,ColonialVoice
1111,Distinguish
13531,SuperiorCard
5861,Distinguish
310,Distinguish
7567,SuperiorCard
8756,Vista
8074,ColonialVoice
7623,Vista
5764,ColonialVoice
4646,ColonialVoice
5887,Vista
18599,ColonialVoice
1553,ColonialVoice
5190,SuperiorCard
3756,Vista
13825,Distinguish
10285,ColonialVoice
6248,Vista
16453,SuperiorCard
3879,Vista
15423,Distinguish
3461,Distinguish
3623,SuperiorCard
8046,Distinguish
9755,SuperiorCard
18561,SuperiorCard
13721,SuperiorCard
4287,SuperiorCard
12626,Distinguish
16993,ColonialVoice
16780,ColonialVoice
4514,Vista
8499,ColonialVoice
18845,ColonialVoice
2805,Distinguish
13740,Vista
4126,Distinguish
5350,Vista
16919,Distinguish
5938,ColonialVoice
18820,Distinguish
6108,ColonialVoice
9246,Vista
8206,ColonialVoice
8513,ColonialVoice
5590,SuperiorCard
8876,Vista
15491,ColonialVoice
15991,SuperiorCard
18124,Distinguish
14690,ColonialVoice
12828,ColonialVoice
14118,Distinguish
8696,ColonialVoice
13328,Vista
9284,Vista
5269,ColonialVoice
14866,ColonialVoice
5131,Vista
5968,Vista
18594,ColonialVoice
9444,Vista
951,Vista
18483,SuperiorCard
9121,SuperiorCard
15231,SuperiorCard
7968,ColonialVoice
2838,Vista
8821,Vista
17982,SuperiorCard
18887,Distinguish
5593,Vista
8913,Distinguish
6119,Vista
3143,Vista
2446,Distinguish
16841,Distinguish
4363,SuperiorCard
6250,Distinguish
18708,Distinguish
1197,Vista
4326,Vista
9468,ColonialVoice
9783,SuperiorCard
7830,Distinguish
10733,ColonialVoice
16007,SuperiorCard
11164,ColonialVoice
14907,ColonialVoice
7440,Vista
3298,ColonialVoice
846,ColonialVoice
16382,ColonialVoice
158,SuperiorCard
10676,ColonialVoice
9875,SuperiorCard
16325,Distinguish
3305,ColonialVoice
9374,Vista
8397,SuperiorCard
12018,Distinguish
9056,SuperiorCard
7979,SuperiorCard
9386,ColonialVoice
7388,SuperiorCard
8042,Vista
9537,SuperiorCard
13893,Distinguish
2427,SuperiorCard
62,SuperiorCard
5714,Distinguish
6895,ColonialVoice
16068,Vista
10551,Distinguish
15146,SuperiorCard
16774,Vista
3816,Distinguish
9679,ColonialVoice
9952,Distinguish
10511,Distinguish
1027,SuperiorCard
2440,Distinguish
10712,Vista
15719,Distinguish
13412,Vista
11815,SuperiorCard
18706,SuperiorCard
4727,ColonialVoice
14625,Vista
6128,Distinguish
18362,Distinguish
15653,Distinguish
14641,ColonialVoice
8406,SuperiorCard
16233,Distinguish
6156,ColonialVoice
5552,Distinguish
5654,SuperiorCard
14811,Distinguish
4971,ColonialVoice
8283,Distinguish
1742,SuperiorCard
1322,SuperiorCard
691,Vista
17712,ColonialVoice
15274,ColonialVoice
10200,SuperiorCard
11686,Vista
6422,ColonialVoice
18566,SuperiorCard
10719,ColonialVoice
8787,SuperiorCard
15834,SuperiorCard
13453,SuperiorCard
6010,ColonialVoice
5261,ColonialVoice
11222,Vista
4842,Vista
3881,ColonialVoice
1282,ColonialVoice
5974,Distinguish
6039,Vista
13092,Vista
239,Distinguish
4225,Vista
15437,SuperiorCard
5732,SuperiorCard
10137,ColonialVoice
7946,Distinguish
4317,ColonialVoice
9311,Distinguish
15659,Vista
18326,ColonialVoice
9032,SuperiorCard
15493,ColonialVoice
8509,Vista
14869,Distinguish
12682,Distinguish
12825,Distinguish
6840,SuperiorCard
5463,Distinguish
18696,Distinguish
18284,Vista
15928,Vista
4876,Vista
10092,SuperiorCard
6647,ColonialVoice
7319,Vista
14500,Distinguish
13415,SuperiorCard
3392,ColonialVoice
4130,ColonialVoice
13955,SuperiorCard
8015,SuperiorCard
2737,SuperiorCard
16276,ColonialVoice
15930,SuperiorCard
8245,Vista
18044,SuperiorCard
1482,ColonialVoice
955,Distinguish
10243,ColonialVoice
1351,ColonialVoice
3762,Vista
3777,ColonialVoice
10188,Vista
18004,Distinguish
14763,Distinguish
1667,Vista
571,SuperiorCard
760,Distinguish
593,Distinguish
12214,Distinguish
11524,Vista
7630,Distinguish
16407,Distinguish
10549,SuperiorCard
18619,ColonialVoice
18022,ColonialVoice
8655,Vista
11694,Distinguish
13377,Distinguish
16218,SuperiorCard
7959,SuperiorCard
9120,ColonialVoice
9348,Vista
2754,SuperiorCard
5322,Distinguish
5056,Vista
13572,SuperiorCard
13698,ColonialVoice
1349,ColonialVoice
430,Vista
12580,SuperiorCard
15774,Vista
15136,Vista
17955,Vista
8654,ColonialVoice
4280,SuperiorCard
12757,ColonialVoice
13673,Distinguish
15464,SuperiorCard
18081,Distinguish
10109,ColonialVoice
8305,ColonialVoice
14753,ColonialVoice
6926,Distinguish
10607,ColonialVoice
3967,Vista
8626,ColonialVoice
6078,Vista
7683,Distinguish
14889,SuperiorCard
9491,Vista
510,SuperiorCard
5997,SuperiorCard
13882,Distinguish
15211,SuperiorCard
2318,Distinguish
4602,Distinguish
8870,ColonialVoice
14561,Vista
6000,SuperiorCard
6956,Vista
6521,SuperiorCard
16130,Distinguish
15020,SuperiorCard
18029,ColonialVoice
5548,Vista
14232,SuperiorCard
7237,SuperiorCard
12284,Distinguish
826,SuperiorCard
14242,Distinguish
8113,ColonialVoice
4206,SuperiorCard
18440,ColonialVoice
9640,ColonialVoice
16536,Distinguish
18683,Distinguish
9974,SuperiorCard
9414,ColonialVoice
18128,Distinguish
4121,Distinguish
16367,SuperiorCard
12697,Vista
15654,ColonialVoice
4624,Distinguish
1232,ColonialVoice
12487,ColonialVoice
3667,Distinguish
326,Distinguish
15605,ColonialVoice
14101,SuperiorCard
6228,ColonialVoice
6152,SuperiorCard
5439,SuperiorCard
15788,Distinguish
10947,Vista
11255,ColonialVoice
16149,SuperiorCard
15189,Vista
18301,Vista
6971,ColonialVoice
3876,ColonialVoice
4542,ColonialVoice
4283,Distinguish
4442,ColonialVoice
18768,Vista
2982,Distinguish
17718,Vista
3813,Distinguish
2848,Vista
11154,ColonialVoice
5508,ColonialVoice
15181,Distinguish
11961,ColonialVoice
15629,ColonialVoice
14520,Distinguish
14166,Distinguish
17952,Distinguish
6105,Distinguish
12535,Distinguish
11586,Vista
3188,SuperiorCard
10378,Vista
3109,SuperiorCard
2706,Distinguish
11628,Vista
11569,SuperiorCard
8807,ColonialVoice
11923,SuperiorCard
15966,ColonialVoice
4833,ColonialVoice
12318,SuperiorCard
14364,SuperiorCard
9317,Vista
19022,SuperiorCard
11758,ColonialVoice
14531,ColonialVoice
17396,Distinguish
9564,SuperiorCard
9288,Distinguish
58,Vista
13713,Distinguish
18489,ColonialVoice
16659,Distinguish
15259,Distinguish
13535,Vista
4032,Vista
15400,Distinguish
18492,Distinguish
9788,Distinguish
359,ColonialVoice
7381,Distinguish
580,Vista
18842,Vista
7570,Vista
10594,ColonialVoice
6162,SuperiorCard
7564,Distinguish
8657,Vista
2651,Distinguish
13016,SuperiorCard
13987,ColonialVoice
14187,Distinguish
13045,ColonialVoice
15617,ColonialVoice
14968,Vista
2725,Vista
1311,Distinguish
1338,ColonialVoice
11576,Distinguish
12492,Vista
19065,ColonialVoice
10980,Vista
12086,Vista
4681,ColonialVoice
7711,Vista
14749,Distinguish
3475,ColonialVoice
9936,ColonialVoice
5536,ColonialVoice
9278,ColonialVoice
11127,Distinguish
8036,Distinguish
7165,Vista
13616,ColonialVoice
3396,Vista
8914,SuperiorCard
2602,Vista
1168,Distinguish
9055,Vista
13448,SuperiorCard
13339,ColonialVoice
4186,SuperiorCard
15780,ColonialVoice
18216,ColonialVoice
5695,Distinguish
18140,ColonialVoice
10096,ColonialVoice
18429,ColonialVoice
12782,ColonialVoice
16231,SuperiorCard
7762,ColonialVoice
11857,Vista
8867,ColonialVoice
16195,Vista
16484,Distinguish
17822,Distinguish
15772,SuperiorCard
8342,SuperiorCard
17739,ColonialVoice
11912,SuperiorCard
7766,ColonialVoice
16162,Distinguish
18920,Vista
1142,ColonialVoice
6160,SuperiorCard
6863,Vista
7930,SuperiorCard
5626,ColonialVoice
13884,Distinguish
4579,ColonialVoice
4482,SuperiorCard
14434,ColonialVoice
8773,SuperiorCard
10190,Distinguish
1797,Vista
2299,Distinguish
4696,ColonialVoice
6496,Vista
15487,Distinguish
18673,ColonialVoice
18830,ColonialVoice
3889,Vista
17638,Vista
4640,SuperiorCard
2411,SuperiorCard
16704,SuperiorCard
847,SuperiorCard
7059,SuperiorCard
4496,SuperiorCard
5781,SuperiorCard
1923,SuperiorCard
5600,Vista
9416,ColonialVoice
7659,Distinguish
11820,SuperiorCard
10263,ColonialVoice
2217,SuperiorCard
13060,SuperiorCard
15325,Vista
4342,ColonialVoice
11400,Distinguish
4336,SuperiorCard
12926,Vista
3277,SuperiorCard
6695,Distinguish
6450,SuperiorCard
4447,SuperiorCard
8701,Distinguish
15495,SuperiorCard
4164,Vista
13636,Vista
667,Vista
17327,Vista
11698,Distinguish
16821,ColonialVoice
5476,SuperiorCard
3074,ColonialVoice
6405,SuperiorCard
7023,Distinguish
6904,Vista
986,ColonialVoice
11786,Vista
1886,SuperiorCard
13003,Vista
5132,ColonialVoice
7372,SuperiorCard
19236,Vista
8078,Distinguish
8918,ColonialVoice
7110,SuperiorCard
6401,Vista
10985,ColonialVoice
3384,Vista
7340,ColonialVoice
4623,SuperiorCard
13583,ColonialVoice
16064,Vista
6474,SuperiorCard
18639,ColonialVoice
2106,Vista
16206,SuperiorCard
7368,SuperiorCard
13770,SuperiorCard
11117,Distinguish
11502,ColonialVoice
902,Vista
9020,Distinguish
16388,Vista
5719,Vista
9321,Distinguish
14843,ColonialVoice
13261,Distinguish
3584,Vista
13474,Vista
18649,SuperiorCard
4340,Vista
14991,Vista
3083,ColonialVoice
12117,Vista
10710,Distinguish
8236,SuperiorCard
16414,Distinguish
12461,Distinguish
1440,ColonialVoice
4686,Vista
7666,Distinguish
11223,Distinguish
17330,SuperiorCard
468,ColonialVoice
15458,Distinguish
5894,Distinguish
11092,ColonialVoice
16515,Distinguish
18028,SuperiorCard
4205,SuperiorCard
10255,Distinguish
15445,Vista
1815,SuperiorCard
12513,Vista
19208,SuperiorCard
18727,Distinguish
